User,User service ID,Group,Cluster name,Cluster number
DNAinfoNY,30434892,Other,Unclustered,0
Beamerwarren,123386371,Other,Unclustered,0
WizzyProbs,1040447646,Other,Unclustered,0
laurenepowell,21872269,Other,Unclustered,0
TinaBrownLM,121208305,US Political Reporting,TV Anchors|Reporters,1
ThomasARoberts,70771229,US Political Reporting,TV Anchors|Reporters,1
BraddJaffy,299802277,US Political Reporting,TV Anchors|Reporters,1
passantino,2267241,US Political Reporting,TV Anchors|Reporters,1
contessabrewer,16456599,US Political Reporting,TV Anchors|Reporters,1
BobWoodruff,27090222,US Political Reporting,TV Anchors|Reporters,1
TheLeadCNN,1176994477,US Political Reporting,TV Anchors|Reporters,1
AdamS,21122578,US Political Reporting,TV Anchors|Reporters,1
JillBidenVeep,362194251,US Political Reporting,TV Anchors|Reporters,1
CarolCNN,126629610,US Political Reporting,TV Anchors|Reporters,1
tarapalmeri,21334179,US Political Reporting,TV Anchors|Reporters,1
iava,12296312,US Political Reporting,TV Anchors|Reporters,1
craigmelvin,33972882,US Political Reporting,TV Anchors|Reporters,1
jolingkent,17746914,US Political Reporting,TV Anchors|Reporters,1
EricaRHill,22190185,US Political Reporting,TV Anchors|Reporters,1
rolandscahill,19865053,US Political Reporting,TV Anchors|Reporters,1
RichardLui,11762572,US Political Reporting,TV Anchors|Reporters,1
CynthiaMcFadden,20166674,US Political Reporting,TV Anchors|Reporters,1
CBSRadioNews,24362769,US Political Reporting,TV Anchors|Reporters,1
mattgutmanABC,64744352,US Political Reporting,TV Anchors|Reporters,1
ChristineRomans,16329199,US Political Reporting,TV Anchors|Reporters,1
JujuChangABC,18950931,US Political Reporting,TV Anchors|Reporters,1
DanLothianTV,103949895,US Political Reporting,TV Anchors|Reporters,1
SteveCapus,2292182045,US Political Reporting,TV Anchors|Reporters,1
CharlieKayeCBS,40711814,US Political Reporting,TV Anchors|Reporters,1
BenjaminBell,24594836,US Political Reporting,TV Anchors|Reporters,1
SteveKopack,15065434,US Political Reporting,TV Anchors|Reporters,1
TylerKepner,46593413,US Political Reporting,TV Anchors|Reporters,1
DrNancyMD,48802719,US Political Reporting,TV Anchors|Reporters,1
dana_hughes,22373419,US Political Reporting,TV Anchors|Reporters,1
NewsBreaker,774393817,US Political Reporting,TV Anchors|Reporters,1
sgallman,16252233,US Political Reporting,TV Anchors|Reporters,1
traciglee,23717572,US Political Reporting,TV Anchors|Reporters,1
susancandiotti,16367980,US Political Reporting,TV Anchors|Reporters,1
EricWeisbrod,3335531,US Political Reporting,TV Anchors|Reporters,1
kellywallacetv,21411381,US Political Reporting,TV Anchors|Reporters,1
CNNJustin,22642829,US Political Reporting,TV Anchors|Reporters,1
adallos,24870244,US Political Reporting,TV Anchors|Reporters,1
yunjid,21397043,US Political Reporting,TV Anchors|Reporters,1
stephgosk,21225519,US Political Reporting,TV Anchors|Reporters,1
mdornic,49960226,US Political Reporting,TV Anchors|Reporters,1
CNNSotu,17112878,US Political Reporting,TV Anchors|Reporters,1
willripleyCNN,22138134,US Political Reporting,TV Anchors|Reporters,1
szirinsky,21774546,US Political Reporting,TV Anchors|Reporters,1
PeterKingCBS,24020586,US Political Reporting,TV Anchors|Reporters,1
jamesgoldston,19743385,US Political Reporting,TV Anchors|Reporters,1
LisaMirandoCNN,15096096,US Political Reporting,TV Anchors|Reporters,1
RichSandomir,16055024,US Political Reporting,TV Anchors|Reporters,1
Jennasakwa,131630960,US Political Reporting,TV Anchors|Reporters,1
AnthonyMasonCBS,759901363,US Political Reporting,TV Anchors|Reporters,1
Farrashley,77517639,US Political Reporting,TV Anchors|Reporters,1
Kevinliptakcnn,41704988,US Political Reporting,TV Anchors|Reporters,1
HomefrontHugs,22583725,US Political Reporting,TV Anchors|Reporters,1
lauraingle,16072676,US Political Reporting,TV Anchors|Reporters,1
ChristinaCNN,113199229,US Political Reporting,TV Anchors|Reporters,1
RonAllenNBC,111060879,US Political Reporting,TV Anchors|Reporters,1
AnaCabrera,31565351,US Political Reporting,TV Anchors|Reporters,1
MicahGrimes,67958182,US Political Reporting,TV Anchors|Reporters,1
BonnieFuller,16442457,US Political Reporting,TV Anchors|Reporters,1
CBSMMiller,40303521,US Political Reporting,TV Anchors|Reporters,1
pdicarlocnn,22675685,US Political Reporting,TV Anchors|Reporters,1
ChrisWragge,90746809,US Political Reporting,TV Anchors|Reporters,1
paulafaris,96848782,US Political Reporting,TV Anchors|Reporters,1
reiterABC,22704269,US Political Reporting,TV Anchors|Reporters,1
jacelarson,18373162,US Political Reporting,TV Anchors|Reporters,1
DavidBegnaud,42971403,US Political Reporting,TV Anchors|Reporters,1
JBaiata,204924835,US Political Reporting,TV Anchors|Reporters,1
LizCho7,404542595,US Political Reporting,TV Anchors|Reporters,1
benstracy,34370797,US Political Reporting,TV Anchors|Reporters,1
KNX1070,18149465,US Political Reporting,TV Anchors|Reporters,1
Nawazistan,340466229,US Political Reporting,TV Anchors|Reporters,1
jasonbellini,15508395,US Political Reporting,TV Anchors|Reporters,1
SantinaLeuci,23327556,US Political Reporting,TV Anchors|Reporters,1
DrJAshton,33550291,US Political Reporting,TV Anchors|Reporters,1
MikeDelMoro,31059230,US Political Reporting,TV Anchors|Reporters,1
KepnesCNN,16020751,US Political Reporting,TV Anchors|Reporters,1
nick_ramsey,22744842,US Political Reporting,TV Anchors|Reporters,1
courtneyfriel,15501934,US Political Reporting,TV Anchors|Reporters,1
BillSchulz,14884472,US Political Reporting,TV Anchors|Reporters,1
GiannaToboni,192682116,US Political Reporting,TV Anchors|Reporters,1
AkikoFujita,27427798,US Political Reporting,TV Anchors|Reporters,1
chefgeoffs,46192766,US Political Reporting,TV Anchors|Reporters,1
ChrisAriens,14247059,US Political Reporting,TV Anchors|Reporters,1
Christi_Paul,300893304,US Political Reporting,TV Anchors|Reporters,1
cwelchCNN,22539758,US Political Reporting,TV Anchors|Reporters,1
DebFeyerickCNN,108420787,US Political Reporting,TV Anchors|Reporters,1
emilystanitz,133100000,US Political Reporting,TV Anchors|Reporters,1
SerenaMarsh,25112718,US Political Reporting,TV Anchors|Reporters,1
nationallampoon,17373600,US Political Reporting,TV Anchors|Reporters,1
KayleeHartung,65448844,US Political Reporting,TV Anchors|Reporters,1
AndreaWBZ,15743181,US Political Reporting,TV Anchors|Reporters,1
meenasaurus,157739327,US Political Reporting,TV Anchors|Reporters,1
gelles,14075981,US Political Reporting,TV Anchors|Reporters,1
ttgaughan,36129751,US Political Reporting,TV Anchors|Reporters,1
MattPol,278606956,US Political Reporting,TV Anchors|Reporters,1
hgitty,26028721,US Political Reporting,TV Anchors|Reporters,1
KenDavidoff,37689091,US Political Reporting,TV Anchors|Reporters,1
rshields37,47493322,US Political Reporting,TV Anchors|Reporters,1
hamrickisms,12988312,US Political Reporting,TV Anchors|Reporters,1
KateRogersNews,596792665,US Political Reporting,TV Anchors|Reporters,1
BlevinCNN,87289614,US Political Reporting,TV Anchors|Reporters,1
powelldennis,25350311,US Political Reporting,TV Anchors|Reporters,1
pcatapano,48890349,US Political Reporting,TV Anchors|Reporters,1
javimorgado,17272735,US Political Reporting,TV Anchors|Reporters,1
JayMcMichaelCNN,16705761,US Political Reporting,TV Anchors|Reporters,1
vanscottABC,102403656,US Political Reporting,TV Anchors|Reporters,1
KGO810,20568127,US Political Reporting,TV Anchors|Reporters,1
CNNAmanda,22080883,US Political Reporting,TV Anchors|Reporters,1
bfp_news,12794062,US Political Reporting,TV Anchors|Reporters,1
jasonkinney,18618065,US Political Reporting,TV Anchors|Reporters,1
laurabernardini,106565465,US Political Reporting,TV Anchors|Reporters,1
joefryer,27242124,US Political Reporting,TV Anchors|Reporters,1
erichallcnn,471961196,US Political Reporting,TV Anchors|Reporters,1
ian_sager,15386553,US Political Reporting,TV Anchors|Reporters,1
thatchriskelly,267209337,US Political Reporting,TV Anchors|Reporters,1
pamelaspunch,18313617,US Political Reporting,TV Anchors|Reporters,1
jenbrown,12761972,US Political Reporting,TV Anchors|Reporters,1
yashar,11744152,US Political Reporting,TV Anchors|Reporters,1
katywithawhy,26403999,US Political Reporting,TV Anchors|Reporters,1
laurenpeikoff,17773367,US Political Reporting,TV Anchors|Reporters,1
WrightUps,17111646,US Political Reporting,TV Anchors|Reporters,1
PaulaEbbenWBZ,50660534,US Political Reporting,TV Anchors|Reporters,1
JosephKapsch,23697509,US Political Reporting,TV Anchors|Reporters,1
CaseySez,23845853,US Political Reporting,TV Anchors|Reporters,1
BrianBalthazar,16894675,US Political Reporting,TV Anchors|Reporters,1
RyanKadro,165730790,US Political Reporting,TV Anchors|Reporters,1
JARosenberg12,36303972,US Political Reporting,TV Anchors|Reporters,1
ErinDelmoreNJTV,249791824,US Political Reporting,TV Anchors|Reporters,1
suvCBS,16261201,US Political Reporting,TV Anchors|Reporters,1
mollykord,15900436,US Political Reporting,TV Anchors|Reporters,1
bernielubell,235072957,US Political Reporting,TV Anchors|Reporters,1
CNNJason,16790565,US Political Reporting,TV Anchors|Reporters,1
SteveAdubato,42641622,US Political Reporting,TV Anchors|Reporters,1
BOBHANDTV,27519763,US Political Reporting,TV Anchors|Reporters,1
TamronMSNBC,295899118,US Political Reporting,TV Anchors|Reporters,1
HowardArenstein,225581622,US Political Reporting,TV Anchors|Reporters,1
jimrosenfield,21370484,US Political Reporting,TV Anchors|Reporters,1
LPernaCNN,23074513,US Political Reporting,TV Anchors|Reporters,1
exavierpope,48650395,US Political Reporting,TV Anchors|Reporters,1
joshuarhett,114773910,US Political Reporting,TV Anchors|Reporters,1
TheStephSy,255559864,US Political Reporting,TV Anchors|Reporters,1
NWCN,19424182,US Political Reporting,TV Anchors|Reporters,1
KaitlynnFish,43203139,US Political Reporting,TV Anchors|Reporters,1
BreeSison,28917588,US Political Reporting,TV Anchors|Reporters,1
CASottile,167207845,US Political Reporting,TV Anchors|Reporters,1
RickMartinMedia,16143986,US Political Reporting,TV Anchors|Reporters,1
eyoonCNBC,37397428,US Political Reporting,TV Anchors|Reporters,1
JoanLunden,20064866,US Political Reporting,TV Anchors|Reporters,1
russbengtson,17884196,US Political Reporting,TV Anchors|Reporters,1
petercburgess,23148232,US Political Reporting,TV Anchors|Reporters,1
AMintheAM,22310284,US Political Reporting,TV Anchors|Reporters,1
reporterdonpeat,158357978,US Political Reporting,TV Anchors|Reporters,1
jamieyuccas,16428731,US Political Reporting,TV Anchors|Reporters,1
jbelmont,14890490,US Political Reporting,TV Anchors|Reporters,1
RadioDana,24800640,US Political Reporting,TV Anchors|Reporters,1
RJPIII,18686330,US Political Reporting,TV Anchors|Reporters,1
nadiabilchik,22954943,US Political Reporting,TV Anchors|Reporters,1
producerjesse,17384343,US Political Reporting,TV Anchors|Reporters,1
Echmurak,278056519,US Political Reporting,TV Anchors|Reporters,1
KNXDavid,47416539,US Political Reporting,TV Anchors|Reporters,1
karamat,16188675,US Political Reporting,TV Anchors|Reporters,1
KristinHanes,14438590,US Political Reporting,TV Anchors|Reporters,1
rooprajfox2,21094636,US Political Reporting,TV Anchors|Reporters,1
themikecorbett,19937967,US Political Reporting,TV Anchors|Reporters,1
Manning_FoxNews,357031575,US Political Reporting,TV Anchors|Reporters,1
Yalamiri,84903772,US Political Reporting,TV Anchors|Reporters,1
markriv,461924168,US Political Reporting,TV Anchors|Reporters,1
jackiepuskas,16189042,US Political Reporting,TV Anchors|Reporters,1
rocketman528,14819061,US Political Reporting,TV Anchors|Reporters,1
MMcCarthyREV,39824565,US Political Reporting,TV Anchors|Reporters,1
LouiseDewast,76889928,US Political Reporting,TV Anchors|Reporters,1
RJonesNews,294442330,US Political Reporting,TV Anchors|Reporters,1
jillkonopka,36618451,US Political Reporting,TV Anchors|Reporters,1
LibertyNBC7SD,19751542,US Political Reporting,TV Anchors|Reporters,1
BrianWestbrook,1234941,US Political Reporting,TV Anchors|Reporters,1
WestWingQuotes,622235257,US Political Reporting,TV Anchors|Reporters,1
chriscerf,78619112,US Political Reporting,TV Anchors|Reporters,1
CNNFieldSuper,568311929,US Political Reporting,TV Anchors|Reporters,1
CodyAlcorn,37307384,US Political Reporting,TV Anchors|Reporters,1
josephjrose,2911101,US Political Reporting,TV Anchors|Reporters,1
NadineatABC,21881296,US Political Reporting,TV Anchors|Reporters,1
LizDueweke,21578875,US Political Reporting,TV Anchors|Reporters,1
erinoherin,17034005,US Political Reporting,TV Anchors|Reporters,1
hngandhi,30673007,US Political Reporting,TV Anchors|Reporters,1
JoeyBurnettRVA,2255014316,US Political Reporting,TV Anchors|Reporters,1
Scottwp30,33902338,US Political Reporting,TV Anchors|Reporters,1
IamJohnBurnett,1436555834,US Political Reporting,TV Anchors|Reporters,1
TonyBerlinMedia,240775180,US Political Reporting,TV Anchors|Reporters,1
NasdaqTech,17033995,US Political Reporting,TV Anchors|Reporters,1
rachel_murphy,18885280,US Political Reporting,TV Anchors|Reporters,1
KathleenFOX5,36491863,US Political Reporting,TV Anchors|Reporters,1
JournoMaggie,146917197,US Political Reporting,TV Anchors|Reporters,1
007LouiseOB,17850161,US Political Reporting,TV Anchors|Reporters,1
AlishaEbrahimji,92922276,US Political Reporting,TV Anchors|Reporters,1
DanLinden,48364045,US Political Reporting,TV Anchors|Reporters,1
thatelliotmetz,44733950,US Political Reporting,TV Anchors|Reporters,1
mcastriotta,57089225,US Political Reporting,TV Anchors|Reporters,1
TalkinToU,37725640,US Political Reporting,TV Anchors|Reporters,1
lauren_linder,805747454,US Political Reporting,TV Anchors|Reporters,1
888_woman,3185614201,US Political Reporting,TV Anchors|Reporters,1
jbhjamie,29272615,US Political Reporting,TV Anchors|Reporters,1
lifeafterdawn,15000238,US Political Reporting,TV Anchors|Reporters,1
jaimeyperham,16023467,US Political Reporting,TV Anchors|Reporters,1
wisejohnp,57522533,US Political Reporting,TV Anchors|Reporters,1
gashaheen,91690477,US Political Reporting,TV Anchors|Reporters,1
JasonSamfield,10985382,US Political Reporting,TV Anchors|Reporters,1
EELoggie,46530573,US Political Reporting,TV Anchors|Reporters,1
ShawnLeyLive,278041414,US Political Reporting,TV Anchors|Reporters,1
Clarence4Hilary,4874399465,US Political Reporting,TV Anchors|Reporters,1
AngieMassie,16054085,US Political Reporting,TV Anchors|Reporters,1
FreddyLovesKarl,2891670851,US Political Reporting,TV Anchors|Reporters,1
robbware,23376234,US Political Reporting,TV Anchors|Reporters,1
newszbreakin,3479616743,US Political Reporting,TV Anchors|Reporters,1
NickDelgadoTV,132489525,US Political Reporting,TV Anchors|Reporters,1
quotecalendars,585431684,US Political Reporting,TV Anchors|Reporters,1
THEREALMARMO,602083003,US Political Reporting,TV Anchors|Reporters,1
AnneClaireCNN,19339460,US Political Reporting,TV Anchors|Reporters,1
mohdzakariaraza,2791113107,US Political Reporting,TV Anchors|Reporters,1
martinchulov,151058995,UK|Australia News,Australia TV Anchors|Reporters,2
hamishNews,26738483,UK|Australia News,Australia TV Anchors|Reporters,2
Colvinius,21749564,UK|Australia News,Australia TV Anchors|Reporters,2
MarkDiStef,37881687,UK|Australia News,Australia TV Anchors|Reporters,2
bairdjulia,21128334,UK|Australia News,Australia TV Anchors|Reporters,2
GuardianJessica,431627744,UK|Australia News,Australia TV Anchors|Reporters,2
hughriminton,18965916,UK|Australia News,Australia TV Anchors|Reporters,2
Sophiemcneill,31957479,UK|Australia News,Australia TV Anchors|Reporters,2
murpharoo,66917778,UK|Australia News,Australia TV Anchors|Reporters,2
KarenMMiddleton,25032802,UK|Australia News,Australia TV Anchors|Reporters,2
latingle,167281867,UK|Australia News,Australia TV Anchors|Reporters,2
LowyInstitute,83521919,UK|Australia News,Australia TV Anchors|Reporters,2
samanthamaiden,76842602,UK|Australia News,Australia TV Anchors|Reporters,2
albericie,64705123,UK|Australia News,Australia TV Anchors|Reporters,2
NickBryantNY,289236003,UK|Australia News,Australia TV Anchors|Reporters,2
KJBar,33056274,UK|Australia News,Australia TV Anchors|Reporters,2
Lateline,96050699,UK|Australia News,Australia TV Anchors|Reporters,2
GrogsGamut,50560529,UK|Australia News,Australia TV Anchors|Reporters,2
PhillipCoorey,52320140,UK|Australia News,Australia TV Anchors|Reporters,2
PatsKarvelas,95091601,UK|Australia News,Australia TV Anchors|Reporters,2
LaTrioli,40068395,UK|Australia News,Australia TV Anchors|Reporters,2
lyndalcurtis,23183563,UK|Australia News,Australia TV Anchors|Reporters,2
SabraLane,68640609,UK|Australia News,Australia TV Anchors|Reporters,2
PaulBongiorno,424624761,UK|Australia News,Australia TV Anchors|Reporters,2
LisaMillar,40962194,UK|Australia News,Australia TV Anchors|Reporters,2
jamesmassola,17774061,UK|Australia News,Australia TV Anchors|Reporters,2
GreenJ,15815674,UK|Australia News,Australia TV Anchors|Reporters,2
oliverlaughland,233546048,UK|Australia News,Australia TV Anchors|Reporters,2
Simon_Cullen,74361628,UK|Australia News,Australia TV Anchors|Reporters,2
meadea,27572392,UK|Australia News,Australia TV Anchors|Reporters,2
haydencooper,39171398,UK|Australia News,Australia TV Anchors|Reporters,2
SwannyQLD,267570919,UK|Australia News,Australia TV Anchors|Reporters,2
JaneCaro,92932981,UK|Australia News,Australia TV Anchors|Reporters,2
MonaChalabi,491631309,UK|Australia News,Australia TV Anchors|Reporters,2
bkjabour,21744712,UK|Australia News,Australia TV Anchors|Reporters,2
mpbowers,44286651,UK|Australia News,Australia TV Anchors|Reporters,2
lee_glend,291393255,UK|Australia News,Australia TV Anchors|Reporters,2
jameswest2010,38156420,UK|Australia News,Australia TV Anchors|Reporters,2
mearesy,23727032,UK|Australia News,Australia TV Anchors|Reporters,2
Jo_Tovey,15819763,UK|Australia News,Australia TV Anchors|Reporters,2
workmanalice,25297301,UK|Australia News,Australia TV Anchors|Reporters,2
mjrowland68,14707794,UK|Australia News,Australia TV Anchors|Reporters,2
julieposetti,14914091,UK|Australia News,Australia TV Anchors|Reporters,2
SenatorLudlam,25298569,UK|Australia News,Australia TV Anchors|Reporters,2
MayneReport,33811563,UK|Australia News,Australia TV Anchors|Reporters,2
BreakfastNews,16463397,UK|Australia News,Australia TV Anchors|Reporters,2
srpeatling,414460605,UK|Australia News,Australia TV Anchors|Reporters,2
SummersAnne,14830349,UK|Australia News,Australia TV Anchors|Reporters,2
TheKouk,43525891,UK|Australia News,Australia TV Anchors|Reporters,2
Rory_Medcalf,17668544,UK|Australia News,Australia TV Anchors|Reporters,2
TraceySpicer,218346740,UK|Australia News,Australia TV Anchors|Reporters,2
JacquelineMaley,39193208,UK|Australia News,Australia TV Anchors|Reporters,2
timsout,187877777,UK|Australia News,Australia TV Anchors|Reporters,2
howespaul,43662276,UK|Australia News,Australia TV Anchors|Reporters,2
BevanShields,146765658,UK|Australia News,Australia TV Anchors|Reporters,2
louiseyaxley,49942109,UK|Australia News,Australia TV Anchors|Reporters,2
JennaPrice,19019494,UK|Australia News,Australia TV Anchors|Reporters,2
SatPaper,1967889907,UK|Australia News,Australia TV Anchors|Reporters,2
rhysam,17867050,UK|Australia News,Australia TV Anchors|Reporters,2
gavmorris,17503820,UK|Australia News,Australia TV Anchors|Reporters,2
nicchristensen,60022825,UK|Australia News,Australia TV Anchors|Reporters,2
vanbadham,33216799,UK|Australia News,Australia TV Anchors|Reporters,2
ljayes,17831767,UK|Australia News,Australia TV Anchors|Reporters,2
domknight,6782812,UK|Australia News,Australia TV Anchors|Reporters,2
_Tors,17673160,UK|Australia News,Australia TV Anchors|Reporters,2
mrbenjaminlaw,41088384,UK|Australia News,Australia TV Anchors|Reporters,2
SquigglyRick,137595268,UK|Australia News,Australia TV Anchors|Reporters,2
EJGriffiths,65574931,UK|Australia News,Australia TV Anchors|Reporters,2
ChipRolley,31075979,UK|Australia News,Australia TV Anchors|Reporters,2
samanthahawley,92874830,UK|Australia News,Australia TV Anchors|Reporters,2
MiaFreedman,389861789,UK|Australia News,Australia TV Anchors|Reporters,2
overingtonc,20409649,UK|Australia News,Australia TV Anchors|Reporters,2
triplejHack,17638368,UK|Australia News,Australia TV Anchors|Reporters,2
ambiej,21072005,UK|Australia News,Australia TV Anchors|Reporters,2
James_Jeffrey,47256341,UK|Australia News,Australia TV Anchors|Reporters,2
BuzzFeedOz,1855737487,UK|Australia News,Australia TV Anchors|Reporters,2
AndrewBGreene,166071271,UK|Australia News,Australia TV Anchors|Reporters,2
Clarke_Melissa,266922209,UK|Australia News,Australia TV Anchors|Reporters,2
antloewenstein,45510215,UK|Australia News,Australia TV Anchors|Reporters,2
JenBrockie,478068056,UK|Australia News,Australia TV Anchors|Reporters,2
davidmackau,304932002,UK|Australia News,Australia TV Anchors|Reporters,2
joshgnosis,13006932,UK|Australia News,Australia TV Anchors|Reporters,2
GillianTriggs,1091276906,UK|Australia News,Australia TV Anchors|Reporters,2
rpollard,18791487,UK|Australia News,Australia TV Anchors|Reporters,2
702sydney,16198940,UK|Australia News,Australia TV Anchors|Reporters,2
fitzhunter,147869440,UK|Australia News,Australia TV Anchors|Reporters,2
ForeignOfficial,51978298,UK|Australia News,Australia TV Anchors|Reporters,2
SharriMarkson,52327900,UK|Australia News,Australia TV Anchors|Reporters,2
rharris334,44317642,UK|Australia News,Australia TV Anchors|Reporters,2
LachlanFHarris,255451150,UK|Australia News,Australia TV Anchors|Reporters,2
MariamVeiszadeh,153029181,UK|Australia News,Australia TV Anchors|Reporters,2
joeobrien24,337382401,UK|Australia News,Australia TV Anchors|Reporters,2
LindaMottram,82790149,UK|Australia News,Australia TV Anchors|Reporters,2
leysie,25645756,UK|Australia News,Australia TV Anchors|Reporters,2
shalailah,46828208,UK|Australia News,Australia TV Anchors|Reporters,2
heldavidson,169767749,UK|Australia News,Australia TV Anchors|Reporters,2
Jess_Rudd,47592813,UK|Australia News,Australia TV Anchors|Reporters,2
marcfennell,20425537,UK|Australia News,Australia TV Anchors|Reporters,2
GregHuntMP,60483082,UK|Australia News,Australia TV Anchors|Reporters,2
bennpackham,92443545,UK|Australia News,Australia TV Anchors|Reporters,2
annajhenderson,128182333,UK|Australia News,Australia TV Anchors|Reporters,2
HumanHeadline,180258856,UK|Australia News,Australia TV Anchors|Reporters,2
gabriellechan,52012432,UK|Australia News,Australia TV Anchors|Reporters,2
corinne_grant,163766870,UK|Australia News,Australia TV Anchors|Reporters,2
jamesglenday,124321795,UK|Australia News,Australia TV Anchors|Reporters,2
USAembassyinOZ,67232748,UK|Australia News,Australia TV Anchors|Reporters,2
Riley7News,762572743,UK|Australia News,Australia TV Anchors|Reporters,2
helenmccabe,128359217,UK|Australia News,Australia TV Anchors|Reporters,2
ToryShepherd,17673627,UK|Australia News,Australia TV Anchors|Reporters,2
kumitaguchi,112397157,UK|Australia News,Australia TV Anchors|Reporters,2
adamgartrell,44535159,UK|Australia News,Australia TV Anchors|Reporters,2
stephanieando,171043471,UK|Australia News,Australia TV Anchors|Reporters,2
SarWhyte,55729485,UK|Australia News,Australia TV Anchors|Reporters,2
MathiasCormann,43304756,UK|Australia News,Australia TV Anchors|Reporters,2
lewiss50,21628821,UK|Australia News,Australia TV Anchors|Reporters,2
NeilMcMahon,17250722,UK|Australia News,Australia TV Anchors|Reporters,2
RichardMarlesMP,485139839,UK|Australia News,Australia TV Anchors|Reporters,2
_Biancah,35948186,UK|Australia News,Australia TV Anchors|Reporters,2
Virginia_Hauss,39732935,UK|Australia News,Australia TV Anchors|Reporters,2
dwabriz,165700830,UK|Australia News,Australia TV Anchors|Reporters,2
LexiMetherell,31594104,UK|Australia News,Australia TV Anchors|Reporters,2
Colgo,3684431,UK|Australia News,Australia TV Anchors|Reporters,2
lisazdavies,248426265,UK|Australia News,Australia TV Anchors|Reporters,2
TomCBallard,29652694,UK|Australia News,Australia TV Anchors|Reporters,2
TomTilley,20946600,UK|Australia News,Australia TV Anchors|Reporters,2
rightsagenda,163274390,UK|Australia News,Australia TV Anchors|Reporters,2
TroyBramston,597251143,UK|Australia News,Australia TV Anchors|Reporters,2
andrewjcrook,8177452,UK|Australia News,Australia TV Anchors|Reporters,2
political_alert,1514752100,UK|Australia News,Australia TV Anchors|Reporters,2
alexhart7,64380320,UK|Australia News,Australia TV Anchors|Reporters,2
neighbour_s,1855608446,UK|Australia News,Australia TV Anchors|Reporters,2
Wendycarlisle,19175102,UK|Australia News,Australia TV Anchors|Reporters,2
siobhanheanue,168376502,UK|Australia News,Australia TV Anchors|Reporters,2
rwillingham,221575638,UK|Australia News,Australia TV Anchors|Reporters,2
drkerrynphelps,173672963,UK|Australia News,Australia TV Anchors|Reporters,2
AlexGreenwich,34198028,UK|Australia News,Australia TV Anchors|Reporters,2
SarahHarris,138674100,UK|Australia News,Australia TV Anchors|Reporters,2
deborah_knight,88164613,UK|Australia News,Australia TV Anchors|Reporters,2
GedKACTU,163767099,UK|Australia News,Australia TV Anchors|Reporters,2
terrimbutler,44334649,UK|Australia News,Australia TV Anchors|Reporters,2
JessRowe,255333548,UK|Australia News,Australia TV Anchors|Reporters,2
michaelkoziol,97548523,UK|Australia News,Australia TV Anchors|Reporters,2
olliemilman,19381608,UK|Australia News,Australia TV Anchors|Reporters,2
chrisberg,14839449,UK|Australia News,Australia TV Anchors|Reporters,2
BOConnorMP,611598902,UK|Australia News,Australia TV Anchors|Reporters,2
sussanley,92862419,UK|Australia News,Australia TV Anchors|Reporters,2
NickChampionMP,85951515,UK|Australia News,Australia TV Anchors|Reporters,2
MRowlandMP,210702383,UK|Australia News,Australia TV Anchors|Reporters,2
brigidglanville,58943705,UK|Australia News,Australia TV Anchors|Reporters,2
realscientists,1144882621,UK|Australia News,Australia TV Anchors|Reporters,2
MrWyattR,143681693,UK|Australia News,Australia TV Anchors|Reporters,2
DavidParis,20363480,UK|Australia News,Australia TV Anchors|Reporters,2
ellenmfanning,242666205,UK|Australia News,Australia TV Anchors|Reporters,2
lanesainty,194890341,UK|Australia News,Australia TV Anchors|Reporters,2
greensjeremy,42311131,UK|Australia News,Australia TV Anchors|Reporters,2
JustinianNews,20576362,UK|Australia News,Australia TV Anchors|Reporters,2
adharves,215903495,UK|Australia News,Australia TV Anchors|Reporters,2
sarahclarkehk,53509497,UK|Australia News,Australia TV Anchors|Reporters,2
jason_a_w,1622051,UK|Australia News,Australia TV Anchors|Reporters,2
niltiac,14902049,UK|Australia News,Australia TV Anchors|Reporters,2
TimCostello,140317619,UK|Australia News,Australia TV Anchors|Reporters,2
UNrefugees,22431691,UK|Australia News,Australia TV Anchors|Reporters,2
BenDohertyCorro,314535316,UK|Australia News,Australia TV Anchors|Reporters,2
WomensAgenda,561115297,UK|Australia News,Australia TV Anchors|Reporters,2
pryorlisa,42868418,UK|Australia News,Australia TV Anchors|Reporters,2
JamilaRizvi,57569018,UK|Australia News,Australia TV Anchors|Reporters,2
MThistlethwaite,87395643,UK|Australia News,Australia TV Anchors|Reporters,2
jmodoh,47874155,UK|Australia News,Australia TV Anchors|Reporters,2
DailyLifeAu,460861102,UK|Australia News,Australia TV Anchors|Reporters,2
JulesHolman,16019070,UK|Australia News,Australia TV Anchors|Reporters,2
benpobjie,22120918,UK|Australia News,Australia TV Anchors|Reporters,2
fergushunter,46028458,UK|Australia News,Australia TV Anchors|Reporters,2
LoughnaneB,634248865,UK|Australia News,Australia TV Anchors|Reporters,2
MattDoran91,786307086,UK|Australia News,Australia TV Anchors|Reporters,2
nareenyoung,195989179,UK|Australia News,Australia TV Anchors|Reporters,2
FarrahTomazin,187012604,UK|Australia News,Australia TV Anchors|Reporters,2
UNWomenAust,50852547,UK|Australia News,Australia TV Anchors|Reporters,2
AGFchairman,2218906148,UK|Australia News,Australia TV Anchors|Reporters,2
HelenRazer,514906953,UK|Australia News,Australia TV Anchors|Reporters,2
gpaddymanning,232161889,UK|Australia News,Australia TV Anchors|Reporters,2
michaelidato,22445982,UK|Australia News,Australia TV Anchors|Reporters,2
